FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Jack,Cork,MID,BUR,5000000,2,14,0.583333333333333,1.16666666666667E-07,2.8E-06,0,11377,1,7,0,0,0,0,0,2.8,29,0,0,14,0,0.4,0,2,0,0,2,0,0,0,10943,0,-1,0,0,565,32,0,0,48,West Brom,Tottenham,Leicester,Arsenal,Everton,0.3,0.6,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,13.8
,Costa,MID,LEE,5000000,1,45,1.95652173913043,3.91304347826087E-07,9E-06,0,1047403,0,18,0,0,0,3,0,9,1327,-5,0,45,5,0.3,0,1.3,2,0,2,0,2,2.3,1054650,1,-1,0,1,744,205,0,0,125,Wolverhampton,Southampton,Aston Villa,West Ham,Chelsea,2.4,1,1.2,1.2,1.5,2,1,1,1,1.4,1,1.7,1.2,1.4,53.8
Vladimir,Coufal,DEF,WHU,4700000,2,82,3.9,8.29787234042553E-07,1.74468085106383E-05,0,428514,2,25,0,0,0,0,0,17.4,24422,2,0,82,-2,0.6,0,3,9,0,7,0,4,6.2,898612,0,-1,0,0,1884,9800,0,0,394,Tottenham,Man City,Leeds United F.C.,Man Utd,Arsenal,4.1,4.9,3.6,4.8,4.9,4.9,4.1,3.7,3.9,4.1,3.2,4.4,4.8,4,94.4
Conor,Coventry,MID,WHU,4500000,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,-1,0,0,0,50,0,0,0,Tottenham,Man City,Leeds United F.C.,Man Utd,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,5800000,2,120,4.8,8.27586206896552E-07,2.06896551724138E-05,0,902368,1,29,0,0,0,0,0,20.7,59867,8,0,120,-8,0.9,0,5.5,17,0,9,0,9,26.3,2788309,0,-1,0,2,2250,43449,0,0,545,Tottenham,Man City,Leeds United F.C.,Man Utd,Arsenal,5.5,6.1,5,6.4,6.3,6.1,5.6,5,5.3,5.5,4.4,5.9,6.3,5.5,116.3
Charlie,Cresswell,DEF,LEE,4000000,0,0,0,0,0,0,4318,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0.1,8403,0,-1,0,0,0,332,0,0,0,Wolverhampton,Southampton,Aston Villa,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Cundle,MID,WOL,4500000,0,0,0,0,0,0,844,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,0,-1,0,0,0,52,0,0,0,Leeds United F.C.,Newcastle,Man City,Aston Villa,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,Cutrone,FWD,WOL,5900000,0,2,1,1.69491525423729E-07,3.38983050847458E-07,0,3352,0,0,0,0,0,0,0,0.3,14,-1,0,2,1,0,0,0,0,0,0,0,0,0,3443,0,-1,0,0,23,0,0,0,5,Leeds United F.C.,Newcastle,Man City,Aston Villa,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Vontae,Daley-Campbell,DEF,LEI,4000000,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,423,0,-1,0,0,0,46,0,0,0,Aston Villa,Arsenal,Burnley,Brighton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stuart,Dallas,DEF,LEE,5000000,2,96,4,8E-07,1.92E-05,0,1034329,5,42,0,0,0,4,0,19.2,72935,5,0,96,-5,0.7,0,3.3,8,0,7,0,3,21,2336247,0,-1,0,2,2150,16424,0,0,453,Wolverhampton,Southampton,Aston Villa,West Ham,Chelsea,9.2,4.6,5.2,3.8,5.2,4.3,5.3,5,4.4,4.8,4,4.4,3.8,4.7,109.8
,Dalot,DEF,MUN,4800000,0,0,0,0,0,0,3603,0,0,0,0,0,0,0,0,4,-2,0,0,2,0,0,0,0,0,0,0,0,0,463,0,-1,0,0,0,0,0,0,0,Newcastle,Chelsea,Crystal Palace,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott,Dann,DEF,CRY,4300000,0,33,1.375,3.19767441860465E-07,7.67441860465116E-06,0,127430,1,17,0,0,0,1,0,7.7,500,-2,0,33,2,0.4,0,1.7,1,0,2,0,0,0.5,102306,0,-1,0,0,1080,549,0,0,193,Brighton,Fulham,Man Utd,Tottenham,West Brom,0.8,2,0.7,1.1,0,0.7,0.8,0.7,0.8,1.5,0.7,1.1,1.1,0.9,34.8
Karl,Darlow,GLK,NEW,5000000,2,80,3.2,6.4E-07,1.6E-05,0,286947,3,43,0,88,0,0,0,16,3255,0,0,80,0,0.4,0,2.2,6,0,4,0,0,1.7,345984,0,-1,1,0,2250,1015,0,0,450,Man Utd,Wolverhampton,West Brom,Aston Villa,Brighton,3.6,4.3,3.6,3.6,3.2,3.1,3,3.8,3.7,3.8,3.5,4.5,3.4,3.6,68.3
,David Luiz,DEF,ARS,5400000,1,27,1.125,2.08333333333333E-07,5E-06,0,104103,1,14,0,0,0,0,0,5,527,-1,0,27,1,0.2,0,1.2,0,0,3,0,0,0.8,53186,0,-1,0,0,984,458,0,1,152,Man City,Leicester,Burnley,Tottenham,West Ham,1,0.7,0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,27.7
Ben,Davies,DEF,LIV,4900000,0,0,0,0,0,0,2049,0,0,0,0,0,0,0,0,181,-1,1,0,1,0,0,0,0,0,0,0,0,0,3398,0,-1,0,0,0,94,-1,0,0,Everton,Sheffield United,Chelsea,Fulham,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Davies,DEF,TOT,4600000,0,45,2.5,5.43478260869565E-07,9.78260869565217E-06,0,236541,1,16,0,0,0,0,0,9.8,3412,-4,0,45,4,0.4,0,1.8,1,0,3,0,2,0.9,123954,0,-1,0,0,1217,8175,0,0,226,West Ham,Burnley,Fulham,Crystal Palace,Arsenal,2.6,4.6,2.4,2.7,2.6,1.9,2.3,2.2,0,2.2,2,3,2.4,2.5,40.4
Tom,Davies,MID,EVE,5200000,3,28,1.21739130434783,2.34113712374582E-07,5.38461538461538E-06,0,10953,1,12,0,0,0,0,0,5.4,42,-3,0,28,3,0.3,0,1.6,0,0,3,0,0,0.1,5087,0,-1,0,0,866,115,0,0,139,Liverpool,Southampton,West Brom,Chelsea,Burnley,0.6,1.4,0.6,0.6,0,0.6,0.7,0.6,0.6,0.6,0.6,0.8,0.6,0.6,18.7
Keinan,Davis,FWD,AVL,4300000,0,5,1,2.32558139534884E-07,1.16279069767442E-06,0,1582614,0,0,0,0,0,0,0,1.2,14702,-2,0,5,2,0,0,0.2,0,0,0,0,0,8.2,1116728,0,-1,0,0,48,15053,0,0,15,Leicester,Leeds United F.C.,Sheffield United,Wolverhampton,Newcastle,0.5,1.1,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,7.7
Leif,Davis,DEF,LEE,3900000,0,2,0.0869565217391304,2.22965440356745E-08,5.12820512820513E-07,0,125353,0,0,0,0,0,0,0,0.5,860,-1,0,2,1,0,0,0,0,0,0,0,0,1.1,89221,0,-1,0,0,31,397,0,0,5,Wolverhampton,Southampton,Aston Villa,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Craig,Dawson,DEF,WHU,4500000,2,52,2.16666666666667,4.81481481481482E-07,1.15555555555556E-05,0,31326,0,8,0,0,0,2,0,11.6,3933,0,0,52,0,1.2,0,5.3,2,0,5,0,0,1,104921,0,-1,0,1,900,6631,0,0,193,Tottenham,Man City,Leeds United F.C.,Man Utd,Arsenal,1.6,2.4,1.4,2,2.1,2.1,1.7,1.4,1.5,1.6,1.2,1.8,2,1.6,34.1
Kevin,De Bruyne,MID,MCI,11800000,3,99,5.2,4.40677966101695E-07,8.38983050847458E-06,0,5391961,1,11,0,0,0,3,0,8.4,6770,3,0,99,-3,0.1,1,0.6,12,0,10,0,10,11.4,4280870,0,-1,0,2,1477,56420,0,0,382,Arsenal,West Ham,Wolverhampton,Man Utd,Southampton,5.1,12.1,11.2,5.8,0,5,5.7,4.6,0,4.5,6.1,5.5,5.6,5.6,204.7
David,de Gea,GLK,MUN,5300000,3,78,3.4,6.41509433962264E-07,1.47169811320755E-05,0,398079,0,29,0,48,0,0,0,14.7,7589,-2,0,78,2,0.6,0,3.3,3,0,8,0,0,4.9,397543,0,-1,0,1,2025,1954,0,0,357,Newcastle,Chelsea,Crystal Palace,Man City,West Ham,3,6.5,4.5,3.9,0,3.2,3.5,3.1,3.4,4,4.2,3.2,3.5,4.3,38.3
Bobby,Decordova-Reid,FWD,FUL,5300000,1,64,2.8,5.28301886792453E-07,1.20754716981132E-05,0,181628,5,17,0,0,0,5,0,12.1,7323,-2,0,64,2,0.5,0,2.4,6,0,7,0,1,1.3,264799,0,-1,0,1,1517,8025,0,0,264,Sheffield United,Crystal Palace,Tottenham,Liverpool,Man City,3.1,5.3,2.9,2,2.2,2.2,2.4,2.5,0,2.1,2.1,2.4,2.6,3,82
Liam,Delap,FWD,MCI,4300000,0,1,0.0416666666666667,9.68992248062015E-09,2.32558139534884E-07,0,222573,0,4,0,0,0,0,0,0.2,3947,-2,0,1,2,0,0,0,0,0,0,0,0,1,264970,0,-1,0,0,39,4545,0,0,0,Arsenal,West Ham,Wolverhampton,Man Utd,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Fabian,Delph,MID,EVE,4800000,0,6,0.260869565217391,5.43478260869565E-08,1.25E-06,0,5096,0,5,0,0,0,0,0,1.2,24,-2,0,6,2,0,0,0,0,0,0,0,0,0,2477,0,-1,0,0,211,27,0,0,38,Liverpool,Southampton,West Brom,Chelsea,Burnley,0.1,0.2,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.6
Leander,Dendoncker,MID,WOL,4600000,3,48,2,4.34782608695652E-07,1.04347826086957E-05,0,186325,3,16,0,0,0,0,0,10.4,462,-4,0,48,4,0.5,0,2.3,0,0,8,0,2,0.5,65712,0,-1,0,0,1592,912,0,0,179,Leeds United F.C.,Newcastle,Man City,Aston Villa,Liverpool,1.3,2.2,1,1.1,0,1.3,1.3,2.3,1.7,1.4,1.4,1,1.5,1,74.2
Alfie,Devine,MID,TOT,4400000,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,35,-1,1,0,1,0,0,0,0,0,0,0,0,0,324,0,-1,0,0,0,53,-1,0,0,West Ham,Burnley,Fulham,Crystal Palace,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheikh,Diaby,FWD,WBA,4500000,0,0,0,0,0,0,7262,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0.1,11857,0,-1,0,0,0,761,0,0,0,Burnley,Brighton,Everton,Newcastle,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mbaye,Diagne,FWD,WBA,6000000,2,18,0.75,1.25E-07,3E-06,0,12470,1,5,0,0,0,1,0,3,2775,0,0,18,0,0.6,0,3.6,0,0,1,0,2,0.5,49906,0,-1,0,0,382,9468,0,0,44,Burnley,Brighton,Everton,Newcastle,Crystal Palace,0.4,0.8,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,24.2
Amad,Diallo,MID,MUN,5400000,0,0,0,0,0,0,1171,0,0,0,0,0,0,0,0,88,-1,0,0,1,0,0,0,0,0,0,0,0,0,1742,0,-1,0,0,0,136,0,0,0,Newcastle,Chelsea,Crystal Palace,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ibrahima,Diallo,MID,SOU,4500000,0,15,0.652173913043478,1.44927536231884E-07,3.33333333333333E-06,0,4745,2,8,0,0,0,0,0,3.3,38,0,0,15,0,0.1,0,0.4,0,0,2,0,0,0,5357,0,-1,0,0,438,18,0,0,57,Chelsea,Leeds United F.C.,Everton,Sheffield United,Man City,0,0,0,0,0,0.3,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,12.3
Grady,Diangana,MID,WBA,5000000,0,33,1.375,2.75E-07,6.6E-06,0,77017,0,28,0,0,0,1,0,6.6,86,-5,0,33,5,0,0,0,0,0,1,0,0,0.2,45450,0,-1,0,0,1068,34,0,0,95,Burnley,Brighton,Everton,Newcastle,Crystal Palace,0.9,1.4,0.7,0.7,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,39.2
,Dias,DEF,MCI,6100000,7,107,4.9,8.0327868852459E-07,1.75409836065574E-05,0,692002,3,9,0,0,0,0,0,17.5,15688,6,0,107,-6,0.7,0,4.3,10,0,14,0,1,21.2,2282622,1,-1,0,1,1959,52716,0,0,475,Arsenal,West Ham,Wolverhampton,Man Utd,Southampton,6.3,13.9,12.3,6.2,0,6.1,5.4,6.3,0,5.3,5.7,4.8,5.7,4.9,64.4
Eric,Dier,DEF,TOT,4900000,1,59,2.8,5.71428571428571E-07,1.20408163265306E-05,0,578592,2,23,0,0,0,0,0,12,6677,-1,0,59,1,0.1,0,0.7,1,0,6,0,0,3.4,680872,0,-1,0,0,1890,21022,0,0,340,West Ham,Burnley,Fulham,Crystal Palace,Arsenal,3.1,5.4,2.9,3.2,3.1,2.2,2.7,2.6,0,2.7,2.4,3.5,2.9,2.9,59.6
Lucas,Digne,DEF,EVE,6100000,7,60,3.8,6.22950819672131E-07,9.83606557377049E-06,0,1786291,0,27,0,0,0,0,0,9.8,4763,1,0,60,-1,0.5,0,3,9,0,2,0,8,7.6,1611115,0,-1,0,1,1421,48233,0,1,304,Liverpool,Southampton,West Brom,Chelsea,Burnley,5.2,8.3,3.9,3.3,0,4,4.6,3.3,5.2,4,5.1,3.7,4.8,5.2,77.7
Issa,Diop,DEF,WHU,4300000,1,18,0.75,1.74418604651163E-07,4.18604651162791E-06,0,99645,2,6,0,0,0,1,0,4.2,451,-2,0,18,2,0.5,0,2.3,1,0,1,0,0,0.4,19612,0,-1,0,1,477,1190,0,0,81,Tottenham,Man City,Leeds United F.C.,Man Utd,Arsenal,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,15.2
Moussa,Djenepo,MID,SOU,5400000,2,36,1.56521739130435,2.89855072463768E-07,6.66666666666667E-06,0,22430,3,17,0,0,0,1,0,6.7,43,-1,0,36,1,0.2,0,0.9,0,0,3,0,2,0.1,17829,0,-1,0,0,920,90,0,0,106,Chelsea,Leeds United F.C.,Everton,Sheffield United,Man City,1.7,1,2,0.9,0,1.1,0.9,0.9,0,0.8,0.8,0.9,0.8,0.8,33.7
Matt,Doherty,DEF,TOT,5600000,1,32,1.39130434782609,2.48447204968944E-07,5.71428571428571E-06,0,1501627,1,10,0,0,0,0,0,5.7,1678,-4,0,32,4,0.1,0,0.5,3,0,3,0,1,4.2,215143,0,-1,0,1,862,1250,0,1,135,West Ham,Burnley,Fulham,Crystal Palace,Arsenal,1,1.7,1,1.1,1,0.7,0.9,0.8,0,0.9,0.8,1.2,1,1,32.1
Abdoulaye,Doucoure,MID,EVE,5200000,3,65,2.8,5.38461538461538E-07,1.25E-05,0,253327,6,32,0,0,0,2,0,12.5,1594,-3,0,65,3,0.6,0,2.9,2,0,5,0,3,0.9,141841,0,-1,0,2,1978,2007,0,0,349,Liverpool,Southampton,West Brom,Chelsea,Burnley,2,5,2.4,2.2,0,1.9,2.7,1.6,2.4,1.4,2.3,3.1,2,1.6,89.4
Barry,Douglas,DEF,LEE,3800000,0,0,0,0,0,0,999782,0,0,0,0,0,0,0,0,2503,-2,0,0,2,0,0,0,0,0,0,0,0,3.3,252878,0,-1,0,0,0,0,0,0,0,Wolverhampton,Southampton,Aston Villa,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Douglas Luiz,MID,AVL,4900000,1,50,2.4,4.89795918367347E-07,1.02040816326531E-05,0,43541,5,25,0,0,0,0,0,10.2,212,-1,0,50,1,0.4,0,2,0,0,10,0,2,0.2,28264,0,-1,0,0,1830,249,0,1,232,Leicester,Leeds United F.C.,Sheffield United,Wolverhampton,Newcastle,1.2,4.4,1.8,1.9,1.4,1.7,1.3,1.3,2,2.2,1.2,1.4,1.6,1.7,60.7
Tommy,Doyle,MID,MCI,4400000,0,0,0,0,0,0,10620,0,0,0,0,0,0,0,0,58,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,6940,0,-1,0,0,0,14,0,0,0,Arsenal,West Ham,Wolverhampton,Man Utd,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Driscoll-Glennon,DEF,BUR,4000000,0,0,0,0,0,0,7552,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0.1,7664,0,-1,0,0,0,87,0,0,0,West Brom,Tottenham,Leicester,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Dubravka,GLK,NEW,4800000,0,0,0,0,0,0,25562,0,0,0,0,0,0,0,0,180,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,9155,0,-1,0,0,0,83,0,0,0,Man Utd,Wolverhampton,West Brom,Aston Villa,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Duffy,DEF,BHA,4300000,0,0,0,0,0,0,5488,0,0,0,0,0,0,0,0,8,-2,0,0,2,0,0,0,0,0,0,0,0,0,662,0,-1,0,0,0,0,0,0,0,Crystal Palace,West Brom,Leicester,Southampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul,Dummett,DEF,NEW,4400000,0,5,0.208333333333333,4.73484848484849E-08,1.13636363636364E-06,0,2490,0,2,0,0,0,0,0,1.1,26,-1,0,5,1,0,0,0.2,0,0,0,0,0,0,1412,0,-1,0,0,174,32,0,0,21,Man Utd,Wolverhampton,West Brom,Aston Villa,Brighton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3
Lewis,Dunk,DEF,BHA,4900000,1,82,3.7,7.55102040816327E-07,1.6734693877551E-05,0,564545,4,29,0,0,0,3,0,16.7,12861,-1,0,82,1,1.3,0,6.2,10,0,7,0,0,5.7,423371,1,-1,0,2,1980,23805,0,1,407,Crystal Palace,West Brom,Leicester,Southampton,Newcastle,4.3,4.6,3.6,3.3,3.4,4.6,2.8,3.5,3.8,3.2,4.8,4.4,5.1,4.8,89.1
Jimmy,Dunne,DEF,BUR,3800000,0,8,0.333333333333333,8.7719298245614E-08,2.10526315789474E-06,0,762212,0,5,0,0,0,1,0,2.1,6879,-2,0,8,2,0,0,0,0,0,0,0,0,4.4,980195,0,-1,0,0,180,9291,0,0,35,West Brom,Tottenham,Leicester,Arsenal,Everton,0.2,0.4,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,12.6
,Ederson,GLK,MCI,6100000,6,115,4.8,7.86885245901639E-07,1.88524590163934E-05,0,549157,2,14,0,39,0,0,0,18.9,7698,1,0,115,-1,0.9,0,5.6,3,0,15,0,1,9.6,819318,0,-1,0,1,2160,28977,0,0,464,Arsenal,West Ham,Wolverhampton,Man Utd,Southampton,6.2,13.7,12,6,0,5.9,5.2,6.1,0,5.1,5.6,4.7,5.5,4.7,36.6
Kyle,Edwards,MID,WBA,4700000,0,5,0.208333333333333,4.43262411347518E-08,1.06382978723404E-06,0,2880,0,3,0,0,0,0,0,1.1,34,-3,0,5,3,0,0,0,0,0,0,0,0,0,1113,0,-1,0,0,114,15,0,0,15,Burnley,Brighton,Everton,Newcastle,Crystal Palace,0.1,0.2,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.4
John,Egan,DEF,SHU,4700000,0,32,1.5,3.19148936170213E-07,6.80851063829787E-06,0,943526,6,37,0,0,0,0,0,6.8,2165,-3,0,32,3,0.4,0,1.7,3,0,1,0,1,1.8,39760,0,-1,0,0,1895,4,0,1,263,Fulham,Liverpool,Aston Villa,Southampton,Leicester,0,0,0,0,0,0,0,1.1,1,0.8,1.2,0.8,0.8,0.9,47.2
Anwar,El Ghazi,MID,AVL,5300000,2,53,2.40909090909091,4.54545454545455E-07,1E-05,0,471780,1,7,0,0,0,5,0,10,2300,-7,0,53,7,0.1,0,0.7,6,0,3,0,0,0.9,508290,0,-1,0,1,628,1092,0,0,173,Leicester,Leeds United F.C.,Sheffield United,Wolverhampton,Newcastle,1.2,4.5,1.8,1.9,1.4,1.7,1.4,1.3,2,2.2,1.2,1.4,1.6,1.7,83.1
Ahmed,El Mohamady,DEF,AVL,4300000,0,13,0.590909090909091,1.37420718816068E-07,3.02325581395349E-06,0,44499,1,2,0,0,0,0,0,3,472,-2,0,13,2,0,0,0.2,2,0,1,0,0,0.3,30417,0,-1,0,1,248,1794,0,0,69,Leicester,Leeds United F.C.,Sheffield United,Wolverhampton,Newcastle,0.3,0.6,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,16.6
Harvey,Elliott,MID,LIV,4300000,0,0,0,0,0,0,20391,0,0,0,0,0,0,0,0,43,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,12394,0,-1,0,0,0,0,0,0,0,Everton,Sheffield United,Chelsea,Fulham,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Elneny,MID,ARS,4200000,2,26,1.08333333333333,2.57936507936508E-07,6.19047619047619E-06,0,267141,2,13,0,0,0,0,0,6.2,1705,-3,0,26,3,0.2,0,0.7,0,0,3,0,0,1,271334,0,-1,0,0,1005,2571,0,0,157,Man City,Leicester,Burnley,Tottenham,West Ham,0.5,0.5,0.6,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,22.3
,Emerson,DEF,CHE,4700000,0,7,0.291666666666667,6.20567375886525E-08,1.48936170212766E-06,0,18560,0,0,0,0,0,0,0,1.5,105,-3,0,7,3,0,0,0,0,0,1,0,0,0.1,9494,0,-1,0,0,88,68,0,0,24,Southampton,Man Utd,Liverpool,Everton,Leeds United F.C.,0.1,0.2,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.7
Bjorn,Engels,DEF,AVL,4400000,0,0,0,0,0,0,18940,0,0,0,0,0,0,0,0,56,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,11747,0,-1,0,0,0,53,0,0,0,Leicester,Leeds United F.C.,Sheffield United,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonny,Evans,DEF,LEI,5500000,2,70,3.3,6E-07,1.27272727272727E-05,0,68307,7,21,0,0,0,0,0,12.7,2264,0,0,70,0,0.6,0,3.2,7,0,8,0,1,1.1,124577,1,-1,0,0,1865,10788,0,0,376,Aston Villa,Arsenal,Burnley,Brighton,Sheffield United,4.1,7,3.7,3.2,0,4.4,4.1,3.5,3.5,2.9,2.7,4,3,2.9,48.2
Eberechi,Eze,MID,CRY,5800000,2,78,3.4,5.86206896551724E-07,1.3448275862069E-05,0,195809,2,37,0,0,0,3,0,13.4,4972,-2,0,78,2,0.7,0,4.3,10,0,2,0,4,1.1,226925,0,-1,0,2,1678,2500,0,0,307,Brighton,Fulham,Man Utd,Tottenham,West Brom,2.9,5.8,2.4,3.7,0,3.3,3.3,2.4,2.5,2.6,3.8,2.7,3,2.1,103.9
Lukasz,Fabianski,GLK,WHU,5100000,3,99,4.1,8.03921568627451E-07,1.94117647058824E-05,0,425464,2,29,0,68,0,0,0,19.4,9144,1,0,99,-1,0.6,0,3.3,9,0,8,0,0,3.6,519682,0,-1,1,1,2160,3218,0,0,449,Tottenham,Man City,Leeds United F.C.,Man Utd,Arsenal,4.4,5.2,3.9,5.1,5.2,5.2,4.4,4,4.2,4.4,3.5,4.7,5.1,4.3,49.8
,Fabinho,MID,LIV,5400000,0,41,1.70833333333333,3.16358024691358E-07,7.59259259259259E-06,0,179653,5,22,0,0,0,0,0,7.6,727,-1,0,41,1,0,0,0.2,2,0,6,0,1,0.8,105136,0,-1,0,0,1562,19,0,0,270,Everton,Sheffield United,Chelsea,Fulham,Wolverhampton,0,0,0,0,0,0.9,0.9,1,1.1,0.9,1.1,1.2,1.2,1,39.7
,Fabio Silva,FWD,WOL,5200000,1,34,1.8,3.46153846153846E-07,6.53846153846154E-06,0,251279,2,18,0,0,0,2,0,6.5,3474,-3,0,34,3,0.2,0,0.8,2,0,0,0,0,1,224576,0,-1,0,0,734,1907,0,0,90,Leeds United F.C.,Newcastle,Man City,Aston Villa,Liverpool,1.2,2.3,0.9,1.5,0,1.1,1.2,1.8,1.2,1.3,1.3,1.1,1.3,1.2,53.5
,Fabri,GLK,FUL,3900000,0,0,0,0,0,0,92613,0,0,0,0,0,0,0,0,2566,-1,0,0,1,0,0,0,0,0,0,0,0,1.9,101089,0,-1,0,0,0,10311,0,0,0,Sheffield United,Crystal Palace,Tottenham,Liverpool,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Felipe Anderson,MID,WHU,6100000,0,2,1,1.63934426229508E-07,3.27868852459016E-07,0,35250,0,0,0,0,0,0,0,0.3,11,-4,0,2,4,0,0,0,0,0,0,0,0,0.1,4675,0,-1,0,0,2,0,0,0,8,Tottenham,Man City,Leeds United F.C.,Man Utd,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Nathan,Ferguson,DEF,CRY,3800000,0,0,0,0,0,0,128144,0,0,0,0,0,0,0,0,1269,-2,0,0,2,0,0,0,0,0,0,0,0,0.6,54147,0,-1,0,0,0,2244,0,0,0,Brighton,Fulham,Man Utd,Tottenham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fernandes,MID,MUN,11600000,12,190,7.6,6.55172413793103E-07,1.63793103448276E-05,0,2044315,5,27,0,0,0,15,0,16.4,16909,11,0,190,-11,0.7,1,8.3,30,0,8,0,12,60.3,5332449,0,-1,0,8,2105,32846,0,0,669,Newcastle,Chelsea,Crystal Palace,Man City,West Ham,10,18.6,7.5,8.9,0,9.3,9.4,9.7,10.3,7.9,9,7.7,9.5,9.6,294.7
,Fernandes,MID,TOT,4700000,0,0,0,0,0,0,8213,0,0,0,0,0,0,0,0,47,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,3097,0,-1,0,0,0,0,0,0,0,West Ham,Burnley,Fulham,Crystal Palace,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
